hhinc8,owncar,longitude,latitude
5,2,-82.99032841,40.02882354
6,2,-82.99567744,40.04808358
6,2,-82.99499236,40.04010054
6,2,-82.99390197,40.04086306
6,2,-82.99526499,40.0463459
5,1,-82.99282823,40.02581389
6,2,-82.99098109,40.03730178
1,2,-82.99604575,40.03806472
5,2,-82.99057657,40.04752329
4,2,-82.99452359,40.04791156
1,2,-82.99030591,40.0422626
3,2,-82.99401047,40.04341938
4,2,-82.99006309,40.04237739
7,2,-82.99091035,40.0436037
6,2,-82.99775518,40.03881883
7,2,-82.98980436,40.03189884
4,2,-82.99120777,40.03673627
3,1,-82.99849461,40.0481118
6,2,-82.99762973,40.04520519
6,2,-82.99592058,40.0369702
6,2,-82.99204143,40.03774052
8,2,-82.9909971,40.03881206
7,1,-82.99367439,40.02610305
2,2,-82.99651753,40.04322323
3,2,-82.99524608,40.03702563
3,2,-82.99798625,40.0483996
8,2,-82.98913484,40.03691496
5,2,-82.99593846,40.04349401
8,2,-82.99479952,40.04027433
4,2,-82.99442638,40.04244731
4,2,-82.98949793,40.04603574
4,2,-82.99449862,40.03150935
4,2,-82.98943361,40.03981002
5,2,-82.99497114,40.03923385
2,2,-82.99539603,40.04490472
1,1,-82.99774149,40.03884431
1,2,-82.99640559,40.03287717
1,2,-82.99706933,40.03635138
6,2,-82.99582032,40.04366654
6,2,-82.99134531,40.03329299
3,1,-82.99605429,40.03209151
8,2,-82.99569413,40.02999032
5,2,-82.99048593,40.03879066
5,2,-82.99172352,40.03426199
5,2,-82.99294449,40.04314308
8,2,-82.99356262,40.04319118
7,2,-82.9947929,40.04428581
8,2,-82.99378322,40.04674111
5,2,-82.99459083,40.04326209
4,2,-82.98997672,40.0308309
4,2,-82.9954984,40.03967787
4,2,-82.99346152,40.03206035
4,2,-82.99200208,40.0294957
4,2,-82.99510159,40.02607479
4,2,-82.99254289,40.02590839
4,2,-82.99026235,40.03787493
3,2,-82.99633184,40.04589944
3,2,-82.99198074,40.03569209
6,2,-82.99556874,40.03797439
3,2,-82.99221203,40.03723781
8,2,-82.99448644,40.0422694
1,1,-82.9940603,40.03449241
2,2,-82.99271582,40.03097775
5,2,-82.99723193,40.033305
3,2,-82.99267273,40.04387482
5,2,-82.99594683,40.03498978
5,2,-82.99322067,40.04214188
1,1,-82.99480449,40.02711504
8,2,-82.9939121,40.03647308
8,2,-82.99442749,40.03208585
6,2,-82.99365981,40.03744288
1,2,-82.99000392,40.04021118
1,2,-82.99203633,40.03399942
6,2,-82.98984937,40.04375818
6,2,-82.99543228,40.03636609
6,2,-82.99718741,40.0333304
1,2,-82.99487771,40.02613656
1,2,-82.99439844,40.03393955
4,2,-82.99090271,40.03508098
8,2,-82.99281314,40.03652415
6,2,-82.99197604,40.04734698
1,2,-82.99533767,40.04077436
5,2,-82.99648153,40.03892873
5,2,-82.99256494,40.03871309
2,2,-82.99260596,40.02874941
5,2,-82.99336715,40.03927335
5,2,-82.99197889,40.02813089
5,2,-82.99303341,40.02672023
7,2,-82.98986599,40.03543887
1,2,-82.99664359,40.03054747
4,2,-82.99014012,40.03275227
4,2,-82.99300888,40.02844284
4,2,-82.99181318,40.04697452
4,2,-82.99234596,40.03112994
4,2,-82.99263137,40.03406604
4,2,-82.98855381,40.04583118
4,2,-82.99666679,40.04047471
6,2,-82.99035299,40.03477914
5,1,-82.99692387,40.03313431
6,2,-82.99373961,40.02450344
6,2,-82.99353853,40.03817825
6,2,-82.990168,40.04169429
6,2,-82.99339662,40.03986721
6,2,-82.99320363,40.03129008
5,2,-82.98964485,40.04740588
5,2,-82.98995905,40.0306696
6,2,-82.99387478,40.02783487
6,2,-82.99298288,40.04681378
6,2,-82.9912987,40.02967728
4,2,-82.99605095,40.03694545
4,2,-82.99606489,40.03160689
4,2,-82.99337343,40.03756044
6,2,-82.99192861,40.02609743
6,2,-82.99319445,40.0342835
6,2,-82.99200294,40.03285386
6,2,-82.99409099,40.03322763
7,2,-82.99027294,40.04423165
5,2,-82.99517407,40.03824184
5,2,-82.99122421,40.04328304
5,2,-82.99717969,40.03352964
5,2,-82.9900493,40.03872245
5,2,-82.99501667,40.04793635
5,2,-82.9909851,40.03980323
5,2,-82.99450427,40.02830046
5,2,-82.99211866,40.04292804
8,2,-82.99198238,40.03881188
6,2,-82.99271741,40.02614861
6,2,-82.98974418,40.03394236
5,2,-82.99191684,40.03628423
5,2,-82.9905735,40.03331004
7,2,-82.99090649,40.04570683
8,2,-82.99385677,40.0432309
8,2,-82.99028929,40.03619396
7,2,-82.99634245,40.04540606
4,2,-82.99411752,40.02523952
4,2,-82.99617846,40.03596091
7,2,-82.99208318,40.03676514
8,2,-82.99124756,40.03560889
6,2,-82.99062914,40.03900546
6,2,-82.98999649,40.03186082
1,1,-82.994189,40.03729207
1,2,-82.99042228,40.0371295
8,2,-82.99337064,40.03387313
8,2,-82.99573114,40.02469157
8,2,-82.99719254,40.03662447
2,2,-82.99796937,40.04517042
6,2,-82.99303703,40.04651833
6,2,-82.99477162,40.04656426
5,2,-82.99390318,40.04267248
5,2,-82.99496677,40.04553837
5,2,-82.99078002,40.0334705
4,2,-82.992429,40.03179004
2,1,-82.9941876,40.02521171
6,2,-82.98940035,40.04605109
8,2,-82.99184518,40.02738465
7,2,-82.99062946,40.03728188
3,1,-82.99768857,40.044359
8,2,-82.99579335,40.02823715
7,2,-82.99526717,40.03939862
5,2,-82.99325149,40.03772663
5,2,-82.99432181,40.04590927
5,2,-82.98985591,40.03915847
6,2,-82.99323553,40.02980142
6,2,-82.99495721,40.04486027
6,2,-82.98936936,40.03905268
5,2,-82.99297976,40.02498593
5,2,-82.99447592,40.04770566
5,2,-82.99390461,40.02850579
6,2,-82.99499578,40.02682956
6,2,-82.99597388,40.04421208
4,2,-82.99081487,40.0340696
4,2,-82.99385018,40.03884612
4,2,-82.98995292,40.03542962
4,2,-82.99240914,40.04227233
4,2,-82.99617781,40.03831278
2,2,-82.98887917,40.04769597
6,2,-82.99553473,40.0471964
4,2,-82.99558813,40.03156374
4,2,-82.99257039,40.03320414
4,2,-82.99340567,40.04595505
2,1,-82.99711615,40.03772993
6,2,-82.99029517,40.02908365
6,2,-82.99183032,40.03341509
4,2,-82.99082113,40.0310818
4,2,-82.98977189,40.03628765
4,2,-82.99577682,40.03082814
4,2,-82.99514544,40.04062321
3,2,-82.99659936,40.0253834
6,2,-82.99281669,40.04741417
6,2,-82.99265441,40.03493048
6,2,-82.99296017,40.03748314
8,2,-82.99064408,40.0364946
6,2,-82.99101954,40.02844932
2,2,-82.99311985,40.02909578
2,1,-82.99442587,40.03328437
8,2,-82.98975417,40.03746977
8,2,-82.994303,40.0448108
3,2,-82.99289759,40.03626824
4,2,-82.99476111,40.02645053
5,2,-82.99658095,40.02913494
5,2,-82.99219411,40.02932217
3,2,-82.9907936,40.04102858
3,2,-82.99246615,40.02604661
3,2,-82.99621929,40.04604953
3,2,-82.99499826,40.04780997
7,2,-82.99565245,40.02794083
2,2,-82.9968578,40.02645576
1,1,-82.99318029,40.04102332
7,2,-82.98958973,40.04663806
7,2,-82.99270877,40.03848965
4,2,-82.99610887,40.03730359
4,2,-82.9947384,40.04643282
4,2,-82.98877875,40.04420474
4,2,-82.99650994,40.04329204
4,2,-82.99514664,40.04783929
6,2,-82.99023699,40.0286503
6,1,-82.99196753,40.03229132
6,2,-82.99504797,40.02451718
8,2,-82.99496407,40.04328573
4,2,-82.99137116,40.03594428
4,2,-82.99733334,40.03601667
4,2,-82.99601396,40.04313709
4,2,-82.99593321,40.04290056
4,2,-82.99574814,40.0309651
4,2,-82.99002902,40.04615481
4,2,-82.99323058,40.04718403
4,2,-82.99256023,40.04750704
4,2,-82.99580666,40.04806779
4,2,-82.9940081,40.04050642
4,2,-82.99029519,40.03636772
8,2,-82.99638613,40.026944
5,2,-82.98983324,40.0438512
2,2,-82.99552612,40.04482536
4,2,-82.99563521,40.04690593
4,2,-82.99764329,40.03985784
6,2,-82.9919963,40.04134159
6,2,-82.99220326,40.04222185
4,2,-82.99322509,40.02399481
4,2,-82.99298252,40.02433869
4,2,-82.99393123,40.03706997
1,1,-82.99101613,40.03905538
1,1,-82.99513275,40.02534957
5,2,-82.99805008,40.04258838
5,2,-82.98869936,40.04645427
3,2,-82.99524895,40.03936577
7,2,-82.98962339,40.04180975
5,2,-82.99556519,40.04154014
6,2,-82.9941113,40.04220203
5,2,-82.98945078,40.04406729
5,2,-82.99387927,40.02425109
7,2,-82.99522474,40.0264576
7,2,-82.99183575,40.03990366
7,2,-82.9956351,40.03840621
5,2,-82.99418274,40.02569339
5,2,-82.99515531,40.02695037
2,2,-82.98990997,40.03444899
4,2,-82.99212681,40.02505692
7,2,-82.99329003,40.03495649
7,2,-82.99808184,40.04792767
7,2,-82.99396499,40.04471479
2,2,-82.98993216,40.04230033
2,2,-82.99184611,40.03900233
4,2,-82.99480347,40.04319711
4,2,-82.99478604,40.02841996
4,2,-82.99633338,40.03654566
6,2,-82.99135948,40.0336968
6,2,-82.99058386,40.02879838
3,2,-82.99497278,40.0361928
3,2,-82.99420761,40.03716453
3,2,-82.99665534,40.02750798
6,2,-82.99520026,40.04615037
6,2,-82.99574114,40.02441833
6,2,-82.99400431,40.02424234
4,2,-82.98931376,40.03814253
4,2,-82.9949724,40.04654929
4,2,-82.99231201,40.0461042
2,2,-82.99481161,40.02821378
8,2,-82.99471327,40.04005762
3,1,-82.99731957,40.03842106
4,2,-82.98886174,40.04433377
4,2,-82.99437936,40.03868544
4,2,-82.98892987,40.04632589
4,2,-82.98889051,40.04690444
4,2,-82.99674726,40.02888869
4,2,-82.9893602,40.0451898
4,2,-82.99418753,40.02422429
6,2,-82.99178392,40.02564264
1,1,-82.99600748,40.03331894
6,2,-82.99127803,40.0309025
1,2,-82.99068697,40.03830796
5,2,-82.9969908,40.04712706
5,2,-82.99615234,40.04209427
5,2,-82.99490066,40.0323509
4,2,-82.99672652,40.04327865
4,2,-82.99138905,40.04518241
1,1,-82.9925434,40.04564132
6,2,-82.99490427,40.04391796
3,2,-82.99477492,40.02572449
8,2,-82.98976521,40.03536418
5,2,-82.99205934,40.04433879
5,2,-82.99513337,40.03832602
5,2,-82.98985708,40.04755235
5,2,-82.98963861,40.04195781
5,2,-82.99043187,40.02891253
5,2,-82.99353483,40.03060199
5,2,-82.98918654,40.04582884
5,2,-82.99614648,40.02756348
3,2,-82.99654414,40.02704645
3,2,-82.9929236,40.03172521
4,2,-82.99508259,40.04614784
4,2,-82.99108003,40.04020757
4,2,-82.99757952,40.04471844
6,2,-82.99634873,40.0403742
6,2,-82.98953462,40.04024359
6,2,-82.99659787,40.04679342
5,2,-82.99655307,40.02431708
5,2,-82.99729247,40.03089141
5,2,-82.98880981,40.04655457
3,1,-82.99002994,40.03790309
3,1,-82.9929812,40.046777
7,2,-82.99141251,40.03145625
1,2,-82.99266812,40.03128677
5,2,-82.9955548,40.03667504
2,1,-82.99562703,40.02800819
6,2,-82.99454059,40.04763243
2,2,-82.99171691,40.04470883
3,2,-82.9912006,40.04609664
5,2,-82.99488015,40.03803974
5,2,-82.99236695,40.02955195
4,2,-82.99355812,40.02695185
1,2,-82.99800774,40.04793956
5,2,-82.99098406,40.04468202
5,2,-82.99036915,40.04176094
4,2,-82.99301692,40.03679765
3,1,-82.99728355,40.04879314
2,2,-82.99570139,40.0438597
3,2,-82.99598404,40.02677283
6,2,-82.98962981,40.04650677
1,1,-82.99029248,40.03588982
6,2,-82.99725463,40.03875826
6,2,-82.99460076,40.03610453
6,2,-82.99374478,40.04193916
6,2,-82.99696909,40.03079122
3,2,-82.99166258,40.03394473
3,2,-82.99519637,40.04012243
1,1,-82.99219957,40.02684398
7,2,-82.99334951,40.03772784
6,2,-82.99258941,40.02549142
6,2,-82.99681281,40.04565745
3,1,-82.99529818,40.02956641
8,2,-82.99147601,40.04485472
3,2,-82.99110929,40.04409116
5,2,-82.99376926,40.03728171
5,2,-82.9953766,40.02572198
5,2,-82.98876195,40.04667433
3,1,-82.99481462,40.02572233
3,1,-82.9953349,40.04671096
6,2,-82.99190731,40.02843474
6,2,-82.99463243,40.03803596
6,2,-82.99291704,40.03401506
6,2,-82.99061953,40.03404165
6,2,-82.99263853,40.03149784
7,2,-82.99370274,40.03538094
4,2,-82.98940763,40.03855047
4,2,-82.99107915,40.03036273
7,2,-82.99505788,40.04362333
5,2,-82.99313507,40.03441568
5,2,-82.99170693,40.03068094
3,2,-82.99626914,40.02551573
3,2,-82.98870617,40.04666311
4,2,-82.99249662,40.02870187
4,2,-82.99335718,40.04013329
8,2,-82.99543291,40.03176054
1,1,-82.99210505,40.04229932
3,2,-82.99503404,40.04797628
3,2,-82.99050823,40.03709884
7,2,-82.99605151,40.03543031
7,2,-82.99222817,40.04507785
6,2,-82.9968323,40.04377029
7,2,-82.99561516,40.03778956
3,2,-82.99377156,40.04698297
3,2,-82.99373198,40.02629926
3,2,-82.99617058,40.02874098
4,2,-82.99390857,40.03111867
4,2,-82.99654745,40.04108505
4,2,-82.99072603,40.03034954
4,2,-82.99555081,40.03751453
4,2,-82.9953654,40.04408191
4,2,-82.99497187,40.04261185
4,2,-82.98919772,40.04478783
5,2,-82.99365976,40.02692909
5,2,-82.99677509,40.04716951
5,2,-82.99421175,40.03468989
2,1,-82.99460164,40.04356828
3,2,-82.99462837,40.0420427
8,2,-82.99306224,40.02702426
7,2,-82.99230174,40.04003588
3,2,-82.99372317,40.02830675
3,2,-82.98994292,40.03215994
1,1,-82.99276349,40.04148183
4,2,-82.99170822,40.04122833
4,2,-82.99650685,40.02995333
6,2,-82.99494933,40.04068412
6,2,-82.99315161,40.03153023
6,1,-82.99336499,40.03907889
6,1,-82.99281015,40.03615388
6,1,-82.9910481,40.03328582
4,2,-82.99680753,40.03049044
4,2,-82.99215743,40.03037042
4,2,-82.98958553,40.03270815
4,2,-82.99028249,40.03007033
4,2,-82.991996,40.03335157
4,2,-82.99650644,40.03320029
1,1,-82.99201796,40.03568286
1,1,-82.99169374,40.02973733
7,2,-82.99683351,40.03546121
4,2,-82.99039759,40.02935323
4,2,-82.99470212,40.03759965
4,2,-82.98914285,40.03672913
4,2,-82.99525585,40.04814861
4,2,-82.99642935,40.03433676
4,2,-82.99672052,40.04113665
4,2,-82.99228893,40.02738787
4,2,-82.99424041,40.04485266
4,2,-82.99238797,40.04471301
4,2,-82.99767247,40.04607761
4,2,-82.99223727,40.04659349
4,2,-82.98980866,40.02856766
4,2,-82.99198253,40.02721157
7,2,-82.99396841,40.02517061
6,2,-82.99547259,40.04704244
6,2,-82.99681544,40.04411223
7,2,-82.98943062,40.04527824
4,2,-82.99610401,40.04475932
4,2,-82.99749487,40.03532519
4,2,-82.99289867,40.02559415
4,2,-82.9929605,40.03606922
4,2,-82.99564956,40.04464059
4,2,-82.99136575,40.04280703
5,2,-82.99253139,40.0448045
5,2,-82.98996618,40.04694195
5,2,-82.98903484,40.04306723
5,2,-82.98957421,40.04224154
5,2,-82.99141266,40.03504488
6,2,-82.99305583,40.02952857
5,2,-82.99184827,40.0420595
5,2,-82.99484507,40.02559938
8,1,-82.99200828,40.02458822
8,2,-82.99304117,40.04776457
5,2,-82.99120489,40.03975572
2,1,-82.99514166,40.03576198
3,2,-82.99163526,40.04053977
5,2,-82.99656884,40.04560761
5,2,-82.99583742,40.03024751
5,2,-82.99602987,40.04449515
4,2,-82.99085428,40.03431263
5,2,-82.99590357,40.04433646
5,2,-82.9934381,40.02905142
8,2,-82.99521391,40.02569094
4,2,-82.99593271,40.02688322
1,2,-82.99244692,40.02765026
8,2,-82.99378933,40.02566666
5,2,-82.99372395,40.0391093
5,2,-82.99736353,40.03880895
2,2,-82.99077855,40.04271376
3,2,-82.99091406,40.04554891
3,2,-82.99282182,40.04137546
3,2,-82.99066409,40.03402347
3,2,-82.99089706,40.03200139
3,2,-82.99724868,40.03487454
3,2,-82.99371853,40.0332536
3,2,-82.99633761,40.04726986
5,2,-82.98895934,40.04609012
2,1,-82.99065949,40.03691542
4,2,-82.99602211,40.04116466
4,2,-82.99383616,40.02481443
4,2,-82.99275795,40.03305502
6,2,-82.99095899,40.04325543
4,2,-82.99439031,40.03545929
8,2,-82.99069654,40.04510587
8,2,-82.98950383,40.04356144
3,2,-82.99326835,40.04225539
3,2,-82.99764161,40.03655011
3,2,-82.99186403,40.02780316
3,2,-82.99533881,40.03839423
3,2,-82.99644996,40.0302033
3,2,-82.99667293,40.04228469
4,1,-82.99207311,40.03421344
4,1,-82.99444848,40.04351234
3,1,-82.99258015,40.02850176
8,2,-82.99239628,40.04313133
1,2,-82.99146224,40.03153581
8,2,-82.99216254,40.03960763
5,1,-82.99004562,40.03227697
5,1,-82.99051433,40.04020701
2,1,-82.99578953,40.03002838
6,2,-82.9917264,40.03906213
6,2,-82.99165731,40.03322223
6,2,-82.99679562,40.0450024
5,2,-82.99349388,40.03483019
5,2,-82.99399899,40.03673134
5,2,-82.99339642,40.03143629
6,2,-82.98954434,40.04019197
6,2,-82.99315657,40.03402901
6,2,-82.99464428,40.04244775
6,2,-82.99471089,40.03675554
5,2,-82.99334714,40.02756778
5,2,-82.99650179,40.04676277
5,2,-82.99184175,40.02997838
5,2,-82.9965349,40.02720364
3,2,-82.99198229,40.03677061
3,2,-82.99145865,40.03484261
3,2,-82.99206926,40.04112541
3,2,-82.99365286,40.04444053
3,2,-82.99511804,40.02961281
2,2,-82.99323591,40.03800979
4,2,-82.98996358,40.03805508
4,2,-82.99245933,40.0337226
4,2,-82.98917305,40.04475906
4,2,-82.99078519,40.03120297
4,2,-82.9941377,40.04035409
4,2,-82.99150426,40.04567565
4,2,-82.99800757,40.04184316
4,2,-82.9979141,40.04323227
1,1,-82.99711715,40.04632827
1,2,-82.99281089,40.03204935
4,1,-82.99714292,40.04846601
4,1,-82.9983644,40.0481163
7,2,-82.99634987,40.03254713
7,2,-82.99583361,40.02743155
7,2,-82.99091982,40.03434007
5,2,-82.99363305,40.04293447
7,2,-82.99046124,40.02950081
1,2,-82.99661343,40.04387596
2,2,-82.99140574,40.03719067
1,1,-82.99418135,40.03302552
1,2,-82.99578188,40.03800601
7,2,-82.99129383,40.04076239
8,2,-82.99565423,40.04552886
8,2,-82.99375452,40.02763602
6,2,-82.98869348,40.04491724
6,2,-82.9900082,40.03970548
6,2,-82.99067608,40.03870606
6,2,-82.98932485,40.0389765
1,1,-82.99646414,40.03027558
6,2,-82.99396217,40.0400382
6,2,-82.99457613,40.04289813
6,2,-82.98971038,40.04765583
6,2,-82.99598203,40.03715448
6,2,-82.99304412,40.03599182
6,2,-82.98960035,40.0366758
6,2,-82.99027979,40.03732269
6,2,-82.99052412,40.040742
1,1,-82.99294787,40.03565785
3,2,-82.99695684,40.0360528
8,2,-82.99264059,40.03147842
4,2,-82.99277309,40.02759474
4,2,-82.98955801,40.04092075
5,2,-82.99253582,40.03120796
3,1,-82.99483901,40.03539261
6,2,-82.9972239,40.03220393
8,2,-82.99069873,40.04268898
8,2,-82.99287478,40.02854221
3,1,-82.99551452,40.02832394
3,1,-82.99539559,40.04177247
7,2,-82.9936451,40.03965446
7,2,-82.98915825,40.03734752
4,2,-82.98974785,40.03575785
5,2,-82.99738032,40.03702666
5,2,-82.98935129,40.04275013
6,2,-82.99299244,40.02856097
2,1,-82.9926234,40.04472988
5,2,-82.99451195,40.04688552
5,2,-82.99003711,40.03257028
5,2,-82.99544891,40.04077998
5,2,-82.9942338,40.04628423
5,2,-82.99545942,40.03420409
4,2,-82.99422184,40.03590559
4,2,-82.99522292,40.02800631
4,2,-82.99690051,40.04606839
3,2,-82.98876598,40.04714356
4,2,-82.99531112,40.02755462
4,2,-82.98923393,40.03972688
6,2,-82.99221869,40.04323069
3,2,-82.99257483,40.03990248
8,2,-82.9949844,40.04767446
5,2,-82.99261589,40.03202913
8,2,-82.99533534,40.03055994
5,2,-82.99159302,40.03017435
1,2,-82.98975298,40.03871144
8,2,-82.99480755,40.04693307
6,1,-82.99204327,40.03772022
5,2,-82.98997979,40.03823163
5,2,-82.99318877,40.03945321
5,2,-82.99070328,40.03818104
5,2,-82.99609159,40.04617812
6,2,-82.99400671,40.02539534
1,2,-82.99214539,40.03158589
3,2,-82.99010968,40.03129069
6,2,-82.99231424,40.03811515
5,2,-82.9949603,40.04159437
7,2,-82.99343326,40.02986903
2,2,-82.99612182,40.03921594
2,2,-82.98987844,40.04771454
6,2,-82.99428486,40.03928943
6,2,-82.99486439,40.03843093
2,2,-82.98872756,40.04585162
8,2,-82.99346633,40.03102898
8,2,-82.99504743,40.03036992
1,2,-82.99344917,40.02869533
2,2,-82.99125395,40.04484666
4,2,-82.99548342,40.04600051
1,2,-82.98979544,40.03367427
6,2,-82.99525195,40.04238565
1,1,-82.99752349,40.04383146
2,1,-82.99719001,40.03297702
5,2,-82.99102727,40.04260353
6,2,-82.99400846,40.04247431
4,1,-82.9925238,40.04748682
7,2,-82.99078596,40.04026627
6,2,-82.99253707,40.04488368
4,2,-82.99495925,40.04418586
4,2,-82.99571608,40.02708449
4,2,-82.99654163,40.02907919
4,2,-82.99687586,40.0305849
4,2,-82.9937197,40.02545222
4,2,-82.98978752,40.04682427
4,2,-82.98874766,40.0449808
5,2,-82.99546188,40.02534897
5,2,-82.9960733,40.02909891
3,2,-82.99749547,40.04089316
3,2,-82.99013251,40.03959893
3,2,-82.98976784,40.03642107
2,2,-82.99795645,40.04131661
2,2,-82.99578996,40.04779669
6,2,-82.99406904,40.02549613
6,2,-82.99560188,40.04557745
6,2,-82.99544388,40.03939664
6,2,-82.99226094,40.03583455
2,1,-82.99428277,40.04721289
5,2,-82.99122879,40.03754001
3,2,-82.9936747,40.03858165
3,2,-82.99241334,40.04004305
3,2,-82.99407352,40.04054223
3,2,-82.99387478,40.04372383
2,2,-82.99400137,40.03882883
5,2,-82.99604588,40.0423272
5,2,-82.99582092,40.0321167
5,2,-82.99144623,40.04636463
5,2,-82.99038726,40.0439161
5,2,-82.9903354,40.03992497
5,2,-82.99425695,40.03582295
5,2,-82.995643,40.02831664
5,2,-82.99420713,40.02495835
6,2,-82.99223681,40.04387425
4,1,-82.99234685,40.03577186
4,1,-82.99424037,40.04267922
4,1,-82.99498678,40.04011273
4,1,-82.99586867,40.03029421
1,1,-82.99468534,40.02822187
1,1,-82.99546611,40.04115633
1,1,-82.98914286,40.0372892
1,1,-82.99097917,40.04216074
1,1,-82.98970821,40.04308606
1,1,-82.99649917,40.03004113
1,1,-82.99551061,40.03787834
1,1,-82.99658111,40.02606646
1,1,-82.99107991,40.04715214
3,2,-82.99437348,40.02463726
3,2,-82.99745134,40.03950476
3,2,-82.98967974,40.04416191
1,2,-82.99224904,40.03236626
4,2,-82.99276695,40.04661099
4,2,-82.993805,40.02588614
3,2,-82.99073356,40.03817535
5,2,-82.99631398,40.02665906
5,2,-82.99346966,40.04619088
5,2,-82.99297655,40.03807436
5,2,-82.99281717,40.0395734
5,2,-82.99214362,40.04573227
5,2,-82.99288829,40.0405871
5,2,-82.99135791,40.0459001
5,2,-82.99174589,40.03926955
5,2,-82.99388032,40.04592621
5,2,-82.99132274,40.03677207
5,2,-82.99121796,40.03296226
5,2,-82.9921854,40.0455309
5,2,-82.99537021,40.04739296
3,2,-82.99473937,40.03896558
4,2,-82.99802607,40.04773306
4,2,-82.99049514,40.03442149
4,2,-82.98899851,40.04372597
4,2,-82.99264435,40.02393356
4,2,-82.99291867,40.04076842
2,1,-82.98974894,40.04606957
4,1,-82.99003817,40.03753477
3,2,-82.99669205,40.03270888
3,2,-82.99291131,40.04061931
3,2,-82.99657709,40.04676593
3,2,-82.99717425,40.04801671
3,2,-82.99611685,40.04749948
4,2,-82.99501095,40.02728529
8,2,-82.99029275,40.03360267
5,1,-82.99328715,40.03064422
5,2,-82.99235909,40.03251175
3,2,-82.99628945,40.02961746
8,2,-82.98950087,40.03624415
8,2,-82.99331251,40.03416946
5,2,-82.99493744,40.04105264
6,2,-82.99203729,40.04191064
4,1,-82.99792888,40.04574448
8,2,-82.99046467,40.0335777
8,2,-82.99174805,40.04586374
4,1,-82.98960298,40.03698862
6,2,-82.99153269,40.04068028
1,1,-82.99352245,40.03977675
7,2,-82.99759348,40.03879887
6,2,-82.99533891,40.03879126
4,2,-82.99174825,40.0341
8,2,-82.99530516,40.02900821
6,2,-82.99659076,40.03039725
3,1,-82.99350583,40.02692505
3,1,-82.99639368,40.03087269
3,1,-82.99100296,40.03041719
3,1,-82.98971362,40.04416146
3,1,-82.99088706,40.046446
